"id","risk_level","title","message","tags","target_categories","source","source_url","semantic_context"
"92","alto","Controle do Vetor em Unidades de Saúde Adensadas","Urgente! Unidades de saúde e UPAs sob alta demanda devem manter seus arredores completamente livres de vetores. Aplique larvicidas e elimine qualquer fonte de água parada no pátio para conter a transmissão do vírus para acompanhantes e profissionais.","upa; posto de saúde; larvicida; transmissão","Mosquito; Lixo","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Entorno imediato e estacionamento de Unidade de Pronto Atendimento com tendas de hidratação instaladas. Risco alto. Grande fluxo de pacientes infectados e presença de recipientes plásticos de água descartados na área externa da unidade. Clima quente. Risco máximo de contaminação cruzada via picada do Aedes."
"93","alto","Intervenção Sanitária em Ferros-Velhos e Clandestinos","Aviso importante! Ferros-velhos e depósitos clandestinos sem cobertura serão fiscalizados e autuados imediatamente. A estocagem inadequada de sucatas em momentos de alta transmissão do vírus coloca em risco a vida de toda a população da cidade.","fiscalização; ferro-velho; multa; emergência","Entulho; Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Depósito de sucata metálica e reciclagem sem licenciamento ambiental em meio a zona urbana densa. Risco alto. Acúmulo desordenado de eletrodomésticos velhos, latas e autopeças cheias d'água de chuva com alta concentração de larvas. Clima quente e úmido. Necessidade de intervenção fiscal e aplicação de inseticida."
"94","alto","Ação Contra Focos em Caixas d'Água Abertas","Atenção imediata! Caixas d'água destampadas são as principais responsáveis pela explosão de mosquitos em bairros populares. Vede o seu reservatório hoje mesmo usando telas ou capas adequadas. Proteja sua vida e ajude a parar a epidemia de dengue.","caixa d'água; emergência; epidemia; comunidade","Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Bairro residencial de alta densidade demográfica com casas sobrepostas e caixas d'água sem tampa. Risco alto. Vistoria constatando que mais de 30% dos reservatórios superiores estão destampados e infestados por larvas. Clima abafado. Foco primário responsável pelo surto epidêmico na região."
"95","alto","Aplicação de Fumacê e Cuidados na Residência","Atenção! O veículo de nebulização espacial (fumacê) passará na sua rua. Abra portas e janelas para que o produto atinja os mosquitos adultos. Mantenha os cuidados nos quintais eliminando a água parada para impedir o nascimento de novas larvas.","fumacê; nebulização; controle vetorial; emergência","Mosquito","Fiocruz","https://www.fiocruz.br","Bairro residencial urbano vivenciando surto epidêmico decretado com alta densidade de Aedes aegypti alados. Risco alto. Ação emergencial de controle químico de adultos via nebulização em via pública. Clima abafado ao final do dia. Aplicação de inseticida como medida complementar temporária."
"96","alto","Desobstrução de Valas com Esgoto e Lixo","Urgente! Valas de drenagem misturadas com esgoto e lixo plástico represado precisam de limpeza mecânica imediata. A retenção da água poluída cria áreas de reprodução para vetores e coloca as moradias vizinhas em situação de extrema vulnerabilidade.","valas; esgoto; alagamento; urgência","Esgoto; Lixo; Alagamento; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Comunidade vulnerável cortada por vala de drenagem que recebe efluentes sanitários clandestinos. Risco alto. Obstrução completa da vala por garrafas PET e sacos de lixo, provocando alagamento das vias e proliferação intensa de mosquitos. Clima muito quente e chuvoso. Situação de emergência ambiental e sanitária."
"97","alto","Manejo de Vegetação Densa em Áreas de Alagamento","Ação emergencial! A combinação de mato alto e água estagnada por alagamentos está acelerando o surto de chikungunya na região. Exija o corte da vegetação e o esgotamento das poças acumuladas nas ruas do seu bairro. Procure os serviços de saúde.","chikungunya; alagamento; mato alto; emergência","Vegetação alta; Alagamento; Mosquito","Organização Mundial da Saúde","https://www.who.int","Área urbana baixa sujeita a inundações frequentes com vegetação rasteira alta e descontrolada. Risco alto. Terrenos alagados por vários dias seguidos com mato submerso gerando condições ideais para rápida reprodução vetorial. Clima tropical quente e úmido. Alto número de notificações de febre severa."
"98","alto","Inspeção em Feiras e Mercados de Grande Porte","Atenção feirantes! O acúmulo de caixas plásticas, restos de frutas e copos descartáveis nas feiras está alimentando o surto de dengue. Descarte os resíduos nos pontos corretos e limpe suas barracas para evitar o fechamento das atividades do setor.","feira livre; emergência; limpeza urbana; resíduos","Lixo; Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Feira livre permanente instalada em praça asfaltada de grande porte. Risco alto. Grande quantidade de caixas plásticas de transporte de frutas estocadas na chuva acumulando líquido, associadas a sacos de lixo rasgados no chão. Clima abafado pós-chuva. Perigo epidemiológico para milhares de frequentadores diários."
"99","alto","Saneamento de Alagamentos em Terrenos de Obras","Alerta de perigo! Águas represadas em escavações de obras e terrenos de construção devem ser bombeadas imediatamente. O acúmulo de grandes volumes de água da chuva transforma o canteiro de obras em uma fábrica de mosquitos da dengue para o bairro.","obras; escavação; drenagem; bomba","Entulho; Alagamento; Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Grandes escavações de fundação de prédio em construção no centro urbano. Risco alto. Terreno escavado transformado em grande lagoa temporária pela chuva da semana anterior, apresentando alta densidade de larvas e pupas. Clima quente. Necessidade de esgotamento mecânico emergencial via bombas de sucção."
"100","alto","Alerta de Vacinação contra a Dengue em Grupos de Risco","Atenção! Procure o posto de saúde para vacinação contra a dengue conforme o calendário do seu município. A vacina é uma ferramenta essencial e comprovada para reduzir casos graves e internações hospitalares durante os períodos de alta transmissão da doença.","vacinação; imunização; posto de saúde; prevenção","Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Município com decreto de situação de emergência em saúde devido à epidemia de dengue. Risco alto. Circulação viral intensa demonstrada por exames laboratoriais. Clima tropical. A recomendação foca no fortalecimento da imunidade populacional através da vacinação das faixas etárias prioritárias estabelecidas."
"101","alto","Monitoramento de Calhas Inundadas em Condomínios","Urgente! Condomínios residenciais devem contratar limpeza imediata de calhas entupidas. O acúmulo de água no topo dos prédios espalha mosquitos para todos os andares e imóveis vizinhos. Ações preventivas nos telhados protegem toda a comunidade.","condomínio; calhas; topo; emergência","Mosquito; Vegetação alta","Fiocruz","https://www.fiocruz.br","Conjunto habitacional horizontal com dezenas de blocos residenciais sob epidemia. Risco alto. Calhas dos telhados completamente obstruídas por folhas de árvores vizinhas, acumulando centenas de litros de água da chuva. Clima muito quente pós-tempestade. Alta infestação de mosquitos nos andares superiores."
"102","alto","Combate a Focos em Depósitos de Reciclagem Clandestinos","Ação imediata! Pátios de triagem de recicláveis sem cobertura devem ser paralisados e limpos com urgência. A estocagem exposta de plásticos e latas é a causa da proliferação em massa de arboviroses no bairro. Proteja seus trabalhadores e vizinhos.","reciclagem; clandestino; contaminação; urgência","Lixo; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Depósito informal de materiais recicláveis operando sem licença em área residencial habitada. Risco alto. Toneladas de garrafas plásticas, potes e baldes amontoados a céu aberto retendo água das chuvas diárias. Clima abafado e úmido. Alto risco transmissivo e proliferação vetorial desenfreada."
"103","alto","Drenagem Emergencial de Poços e Garagens","Atenção síndicos! Poços de elevador e garagens subterrâneas com água acumulada por infiltração devem ser drenados imediatamente. A escuridão e a água estagnada nesses locais formam o ambiente ideal para o desenvolvimento do Aedes aegypti no prédio.","garagem; poço de elevador; drenagem; condomínio","Alagamento; Esgoto; Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Garagem subterrânea de condomínio residencial antigo com problemas severos de infiltração no piso. Risco alto. Lâmina d'água acumulada no piso inferior e poço de elevador alagado com presença confirmed de fêmeas do vetor em atividade. Clima quente. Risco de infestação em todo o edifício residencial."
"104","alto","Mutirão de Limpeza em Margens de Rios e Córregos","Ação comunitária urgente! Margens de rios e córregos repletas de lixo e entulho precisam de limpeza imediata. A eliminação desses depósitos reduz o risco de infecções e evita alagamentos devastadores na sua comunidade. Denuncie descarte irregular ao município.","córrego; rio; mutirão; entulho","Lixo; Entulho; Alagamento; Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Comunidade ribeirinha instalada ao longo de rio urbano poluído sob forte chuva. Risco alto. Descarte maciço de móveis velhos, entulho de alvenaria e lixo em geral represando o leito do rio e formando grandes poças estagnadas. Clima quente e chuvoso. Perigo de surto epidêmico combinado com desastre ambiental."
"105","alto","Vistoria em Hortas Urbanas com Água Parada","Atencao agricultores urbanos! Esvazie e cubra todos os recipientes de rega das hortas comunitárias. O acúmulo de água em tonéis sem tampa no meio das vegetações está multiplicando os casos de febre chikungunya entre os trabalhadores e moradores próximos.","horta; tonéis; chikungunya; agricultor","Vegetação alta; Mosquito","Organização Mundial da Saúde","https://www.who.int","Amplos canteiros de horta comunitária instalados sob rede de alta tensão urbana. Risco alto. Presença de dezenas de tambores plásticos abertos cheios d'água de chuva com grande quantidade de pupas e insetos adultos emergindo. Clima abafado. Notificação de casos confirmados entre os frequentadores do local."
"106","alto","Ação Imediata em Terrenos Baldios Abandonados","Perigo no seu bairro! Terrenos baldios tomados por mato e lixo são focos permanentes de mosquitos da dengue. Acione a vigilância sanitária para notificação e limpeza compulsória do proprietário. Elimine qualquer recipiente exposto na sua calçada.","terreno baldio; vigilância; notificação; limpeza","Vegetação alta; Lixo; Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Terreno abandonado de grande porte localizado no centro de um bairro com alto número de internações por dengue. Risco alto. Vegetação densa com mais de 1,5 metro de altura ocultando sacos de lixo, pneus e recipientes plásticos cheios d'água. Clima tropical. Fonte geradora primária de vetores na região."
"107","alto","Manejo Emergencial de Bromélias em Condomínios","Urgente! Condomínios com grandes jardins de bromélias em áreas de alto risco devem realizar a remoção imediata da água retida nas plantas com jatos ou larvicida biológico. A densidade de plantas ornamentais sem manejo está elevando os casos no prédio.","bromélias; condomínio; larvicida; emergência","Vegetação alta; Mosquito","Fiocruz","https://www.fiocruz.br","Jardins de condomínio residencial de luxo enfrentando surto severo de dengue entre os moradores. Risco alto. Centenas de bromélias de grande porte nas áreas comuns acumulando água da chuva no tanque central, infestadas por larvas. Clima quente e úmido. Ação corretiva emergencial direcionada ao paisagismo."
"108","alto","Ação Preventiva na Coleta de Lixo em Favela","Atenção moradores! Não acumulem lixo nos becos da comunidade durante o período de chuvas. Coloque os sacos de resíduos nos contêineres principais nos horários corretos para evitar o acúmulo de água parada e o avanço da dengue nas alamedas.","favela; becos; lixo; emergência","Lixo; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Comunidade habitacional periférica densa com becos e vielas de difícil acesso para veículos de limpeza. Risco alto. Acúmulo de sacos de lixo e recipientes de plástico nas passagens de pedestres retenho água de chuva e esgoto superficial. Clima muito quente e abafado. Transmissão viral comunitária intensa."
"109","alto","Saneamento Urgente em Pátios de Veículos Apreendidos","Alerta sanitário governamental! Pátios de apreensão de veículos com milhares de carros expostos devem passar por aplicação intensiva de inseticida e cobertura total. As carcaças acumulando água de chuva são focos regionais da epidemia de arboviroses.","pátio público; apreensão; veículos; inseticida","Entulho; Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Pátio público de retenção de veículos da polícia com mais de dois mil carros acidentados ao ar livre. Risco alto. Todos os veículos contendo água acumulada nos tetos, para-choques e compartimentos expostos à chuva. Clima abafado. Ponto crítico de dispersão de mosquitos em raio de quilômetros."
"110","alto","Atenção a Sintomas Graves e Busca de UPA","Se você ou sua família apresentarem febre alta, manchas vermelhas no corpo e dor atrás dos olhos, procure imediatamente a Unidade de Pronto Atendimento (UPA). Não tome remédios por conta própria, pois o uso de aspirina pode agravar sangramentos.","sintomas; upa; medicamentos; emergência","Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Região metropolitana vivenciando colapso na rede de atendimento devido ao pico da epidemia de dengue. Risco alto. Moradores infectados buscando automedicação em farmácias locais. Alta densidade do vetor nos bairros. Clima quente e úmido. Foco na orientação de conduta médica segura e alerta sobre medicamentos contraindicados."
"111","alto","Drenagem Urgente em Subsolos de Prédios Comerciais","Alerta para edifícios comerciais! Garagens e subsolos alagados por chuvas intensas devem acionar bombas de esgotamento imediatamente. O acúmulo de água limpa na escuridão desses pavimentos gera focos massivos de transmissão para trabalhadores do centro.","edifício comercial; subsolo; alagamento; esgotamento","Alagamento; Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Subsolo de grande centro empresarial alagado após tempestade tropical severa. Risco alto. Lâmina d'água estagnada cobrindo a área de estacionamento há mais de cinco dias sem drenagem adequada. Clima quente. Exposição de milhares de trabalhadores que circulam diariamente pelo prédio."
"112","alto","Descarte e Limpeza de Tambores em Comunidades","Urgente! Lave com escova e sabão todos os tambores e barris de armazenamento de água da sua casa. A fêmea do mosquito deposita ovos nas paredes dos recipientes que resistem por quase um ano. Vede totalmente os tonéis após a limpeza diária.","tambores; lavagem; vedação; ovos","Mosquito","Fiocruz","https://www.fiocruz.br","Bairro desprovido de rede regular de água potável dependente de caminhão-pipa. Risco alto. Moradores utilizando dezenas de tambores plásticos destampados nas áreas externas das moradias, totalmente infestados por ovos e larvas. Clima quente. Ação focada no manejo mecânico e sanitização da água armazenada."
"113","alto","Desobstrução Emergencial de Canaletas Urbanas","Ação pública emergencial! As canaletas e galerias pluviais das vias centrais precisam de desobstrução rápida antes das próximas chuvas. O represamento de água e lixo nas ruas aumenta a população de mosquitos e a transmissão da dengue no município.","galerias pluviais; drenagem urbana; chuva; emergência","Alagamento; Lixo; Mosquito","Organização Mundial da Saúde","https://www.who.int","Centro urbano comercial com galerias pluviais entupidas por resíduos sólidos de vendedores ambulantes. Risco alto. Água pluvial represada nas calçadas formando poças extensas e duradouras infestadas por larvas. Clima abafado pós-chuva. Perigo epidemiológico direto para comerciantes e pedestres."
"114","alto","Cuidados com Bebedouros e Pátios em Feiras de Animais","Urgente feirantes! Lave e higienize todos os bebedouros de animais e recipientes de água em feiras comunitárias. Em cenários de surto, locais de aglomeração de pessoas e animais devem manter vigilância sanitária rigorosa contra o vetor da dengue.","feira de animais; bebedouros; higienização; surto","Lixo; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Espaço de feira semanal de venda de gado e pequenos animais na zona periurbana. Risco alto. Grande quantidade de cochos e vasilhas plásticas com água e fezes de animais gerando ambiente atrativo para insetos, com surto notificado na vizinhança. Clima abafado. Intervenção rápida exigida."
"115","alto","Aplicação de Larvicidas em Reservatórios Inacessíveis","Atenção! Em locais onde não é possível eliminar a água acumulada, como lajes grandes e fossos, solicite a aplicação de larvicida aos agentes de saúde. A ação impede que as larvas se transformem em mosquitos adultos transmissores de doenças.","larvicida; agentes de saúde; lajes; combate","Mosquito; Alagamento","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Complexo industrial desativado com grandes estruturas de concreto e lajes inacessíveis retendo milhares de litros de água da chuva. Risco alto. Inviabilidade de eliminação mecânica imediata exige a aplicação emergencial de larvicida biológico via agentes ambientais. Clima quente e úmido. Alto risco de contaminação regional."
"116","alto","Corte Emergencial de Vegetação em Vias Públicas","Urgente! Solicite o corte do mato alto nas margens de ruas e avenidas do seu bairro. A vegetação densa acumula latas, copos plásticos e sacos de lixo atirados por motoristas, criando focos invisíveis do mosquito da dengue nas vias urbanas.","mato alto; vias públicas; limpeza; lixo oculto","Vegetação alta; Lixo; Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Avenida periférica de grande tráfego cortando áreas habitacionais vulneráveis. Risco alto. Canteiro central e calçadas tomados por vegetação rasteira alta e densa que esconde milhares de pequenos recipientes plásticos acumulando água de chuva. Clima abafado. Exige intervenção de roçada e varrição intensiva."
"117","alto","Saneamento de Feiras Livres após o Expediente","Ação obrigatória! Limpeza total das feiras livres imediatamente após o encerramento das vendas. O descarte inadequado de coco verde, sacos plásticos e recipientes expostos à chuva cria criadouros massivos em poucas horas na sua cidade.","feira livre; coco verde; limpeza; resíduos","Lixo; Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Área de feira livre de grande porte especializada em produtos hortifrúti e consumo de água de coco. Risco alto. Cascas de coco acumuladas no chão retendo água e dezenas de embalagens de plástico espalhadas ao final do evento sob forte chuva. Clima quente. Perigo imediato de proliferação vetorial acelerada."
"118","alto","Ação Contra o Acúmulo de Lixo em Escolas","Urgente! Escolas públicas devem remover imediatamente entulhos e sacos de lixo acumulados nos pátios traseiros. Locais de permanência de crianças precisam ser mantidos 100% livres de vetores durante os períodos de surto de arboviroses na cidade.","escola; resíduos; segurança infantil; surto","Lixo; Entulho; Mosquito","Fiocruz","https://www.fiocruz.br","Pátio traseiro de escola estadual com entulho de carteiras quebradas e sacos de lixo estocados ao tempo. Risco alto. Presença de recipientes plásticos com água estagnada e mosquitos adultos voando nas proximidades das salas de aula. Clima muito quente pós-chuva. Risco sanitário grave para alunos e professores."
"119","alto","Vistoria Crítica em Parques e Áreas Verdes","Alerta de saúde em parques! Áreas recreativas municipais com acúmulo de lixo na vegetação e banheiros com vazamento devem ser saneadas com urgência. A alta frequência de público em locais infestados acelera a propagação do vírus da dengue na população.","parque público; áreas verdes; saneamento; surto","Vegetação alta; Lixo; Mosquito","Organização Mundial da Saúde","https://www.who.int","Parque urbano de lazer intensamente frequentado com área de mata fechada sob surto comunitário decretado. Risco alto. Descarte irregular de garrafas plásticas ao longo das trilhas ecológicas e vasos sanitários quebrados vazarão água no piso. Clima quente. Foco transmissivo amplificador para toda a cidade."
"120","alto","Ação Emergencial de Limpeza de Esgoto e Lixo","Urgente! Áreas com vazamento de esgoto misturado a lixo pluvial nas calçadas precisam de intervenção da companhia de saneamento imediatamente. O ambiente contaminado atrai vetores e coloca a saúde da comunidade em risco severo de arboviroses.","esgoto; vazamento; saneamento; urgência","Esgoto; Lixo; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Cruzamento de vias em bairro de baixa renda com vazamento contínuo da rede de esgoto na calçada. Risco alto. Mistura de efluente sanitário com lixo doméstico e garrafas rasgadas no piso, apresentando alta infestação por vetores da dengue e moscas. Clima tropical quente e úmido. Situação epidemiológica extrema."
